,majorGroup,familyName,genusName,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,redlistIndex,image_inaturalist,licence
1,Dicot,CACTACEAE,Eriosyce,121473061,152394,Eriosyce confinis,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,confinis,NA,NA,NA,(F.Ritter) Katt.,Vulnerable,"B1ab(i,ii,iii,v)",3.1,Decreasing,Global,3,https://www.inaturalist.org/photos/33314442?size=original,"(c) Nicol�s Lavandero, some rights reserved (CC BY)"
2,Dicot,CHRYSOBALANACEAE,Moquilea,162583231,149461383,Moquilea corniculata,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,corniculata,NA,NA,NA,(Prance) Sothers &amp; Prance,Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Unknown,Global,4,Khong co,
3,Dicot,CONVOLVULACEAE,Bonamia,10862572,44129,Bonamia menziesii,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,menziesii,NA,NA,NA,A.Gray,Critically Endangered,C2a(i),3.1,Unknown,Global,5,https://www.inaturalist.org/photos/11187121,"(c) Philip Thomas, some rights reserved (CC BY-NC)"
4,Dicot,LAMIACEAE,Rotheca,146441871,157965,Rotheca myricoides,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,myricoides,NA,NA,NA,(Hochst.) Steane &amp; Mabb.,Least Concern,,3.1,Stable,Global,1,,
5,Dicot,EUPHORBIACEAE,Erythrococca,1575069,179317,Erythrococca berberidea,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,berberidea,NA,NA,NA,Prain,Least Concern,,3.1,Unknown,Global,1,,
6,Dicot,DILLENIACEAE,Curatella,158506793,158456855,Curatella americana,PLANTAE,TRACHEOPHYTA,DILLENIALES,MAGNOLIOPSIDA,americana,NA,NA,NA,L.,Least Concern,,3.1,Unknown,Global,1,,
7,Dicot,FABACEAE,Callistachys,186000633,186000631,Callistachys lanceolata,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,lanceolata,NA,NA,NA,Vent.,Least Concern,,3.1,Stable,Global,1,,
8,Dicot,RHAMNACEAE,Pomaderris,9856416,34303,Pomaderris hamiltonii,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,hamiltonii,NA,NA,NA,L.B.Moore,Near Threatened,,2.3,,Global,2,,
9,Dicot,OLEACEAE,Fraxinus,96445347,203366,Fraxinus angustifolia,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,angustifolia,NA,NA,NA,Vahl,Least Concern,,3.1,Unknown,Global,1,,
10,Dicot,ZYGOPHYLLACEAE,Tribulus,84011807,203497,Tribulus terrestris,PLANTAE,TRACHEOPHYTA,ZYGOPHYLLALES,MAGNOLIOPSIDA,terrestris,NA,NA,NA,L.,Least Concern,,3.1,Stable,Global,1,,
11,Dicot,GESNERIACEAE,Gesneria,135833780,135833778,Gesneria pedunculosa,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,pedunculosa,NA,NA,NA,(DC.) Fritsch,Least Concern,,3.1,Stable,Global,1,,
12,Dicot,CAPPARACEAE,Cadaba,128090686,128086343,Cadaba virgata,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,virgata,NA,NA,NA,Bojer,Least Concern,,3.1,Decreasing,Global,1,,
13,Dicot,CELASTRACEAE,Pseudosalacia,9539848,30357,Pseudosalacia streyi,PLANTAE,TRACHEOPHYTA,CELASTRALES,MAGNOLIOPSIDA,streyi,NA,NA,NA,Codd,Vulnerable,A2c,2.3,,Global,3,,
14,Dicot,PHYLLANTHACEAE,Amanoa,9880931,34644,Amanoa bracteosa,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,bracteosa,NA,NA,NA,Planch.,Vulnerable,"A1c, B1+2c",2.3,,Global,3,,
15,Dicot,BEGONIACEAE,Begonia,10776661,43174,Begonia tetrandra,PLANTAE,TRACHEOPHYTA,CUCURBITALES,MAGNOLIOPSIDA,tetrandra,NA,NA,NA,Irmsch.,Vulnerable,D2,3.1,,Global,3,,
16,Dicot,ACHARIACEAE,Xylotheca,146447442,146436800,Xylotheca kraussiana,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,kraussiana,NA,NA,NA,Hochst.,Least Concern,,3.1,Stable,Global,1,,
17,Dicot,BALSAMINACEAE,Hydrocera,6547780,168915,Hydrocera triflora,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,triflora,NA,NA,NA,(L.) Wight &amp; Arn.,Least Concern,,3.1,Stable,Global,1,,
18,Dicot,EBENACEAE,Diospyros,1394463,173670,Diospyros chevalieri,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,chevalieri,NA,NA,NA,De Wild.,Least Concern,,3.1,Unknown,Global,1,,
19,Dicot,CRASSULACEAE,Crassula,8392192,185342,Crassula aphylla,PLANTAE,TRACHEOPHYTA,SAXIFRAGALES,MAGNOLIOPSIDA,aphylla,NA,NA,NA,Schönland &amp; Baker f.,Least Concern,,3.1,Unknown,"Global, Pan-Africa & S. Africa FW",1,,
20,Dicot,AMARANTHACEAE,Salicornia,192139092,192003584,Salicornia perennis,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,perennis,NA,NA,NA,Mill.,Least Concern,,3.1,Stable,Global,1,,
21,Dicot,OCHNACEAE,Lophira,156106642,156106640,Lophira lanceolata,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,lanceolata,NA,NA,NA,Tiegh. ex Keay,Least Concern,,3.1,Stable,Global,1,,
22,Dicot,NEPENTHACEAE,Nepenthes,10314595,40113,Nepenthes lavicola,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,lavicola,NA,NA,NA,A. Wistuba &amp; H. Rischer,Critically Endangered,B1+2c,2.3,,Global,5,,
23,Dicot,PLANTAGINACEAE,Limnophila,7411001,177311,Limnophila chinensis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,chinensis,NA,NA,NA,(Osbeck) Merr. ,Least Concern,,3.1,Unknown,Global,1,,
24,Dicot,RANUNCULACEAE,Pulsatilla,50786112,161913,Pulsatilla vulgaris,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,vulgaris,NA,NA,NA,Mill.,Near Threatened,,3.1,Unknown,Global & Europe,2,,
25,Dicot,NYMPHAEACEAE,Nymphaea,120213841,168917,Nymphaea nouchali,PLANTAE,TRACHEOPHYTA,NYMPHAEALES,MAGNOLIOPSIDA,nouchali,NA,NA,NA,Burm.f.,Least Concern,,3.1,Unknown,Global,1,,
26,Dicot,HALORAGACEAE,Laurembergia,138776185,185308,Laurembergia repens,PLANTAE,TRACHEOPHYTA,SAXIFRAGALES,MAGNOLIOPSIDA,repens,NA,NA,NA,P.J.Bergius,Least Concern,,3.1,Stable,Global,1,,
27,Dicot,ONAGRACEAE,Hauya,150007649,150007647,Hauya elegans,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,elegans,NA,NA,NA,DC.,Least Concern,,3.1,Stable,Global,1,,
28,Dicot,POLYGONACEAE,Polygonum,7373683,177128,Polygonum plebeium,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,plebeium,NA,NA,NA,R.Br.,Least Concern,,3.1,Increasing,Global,1,,
29,Dicot,ROSACEAE,Chaenomeles,174890990,170120919,Chaenomeles japonica,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,japonica,NA,NA,NA,(Thunb.) Lindl. ex Spach,Least Concern,,3.1,Unknown,Global,1,,
30,Dicot,TAMARICACEAE,Tamarix,123870302,79928148,Tamarix boveana,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,boveana,NA,NA,NA,Bunge,Vulnerable,"B2ab(iii,iv,v)",3.1,Decreasing,Global,3,,
31,Dicot,ELATINACEAE,Elatine,67729271,64311254,Elatine americana,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,americana,NA,NA,NA,(Pursh) Arn.,Least Concern,,3.1,Unknown,Global,1,,
32,Dicot,LENTIBULARIACEAE,Utricularia,143995123,98481597,Utricularia leptoplectra,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,leptoplectra,NA,NA,NA,F.Muell.,Least Concern,,3.1,Stable,Global,1,,
33,Dicot,DROSERACEAE,Aldrovanda,83998419,162346,Aldrovanda vesiculosa,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,vesiculosa,NA,NA,NA,L.,Endangered,"B2ab(iii,iv,v)",3.1,Decreasing,Global,4,,
34,Dicot,MALVACEAE,Apeiba,179302472,179302470,Apeiba albiflora,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,albiflora,NA,NA,NA,Ducke,Least Concern,,3.1,Stable,Global,1,,
35,Dicot,NELUMBONACEAE,Nelumbo,1270473,169072,Nelumbo lutea,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,lutea,NA,NA,NA,Willd.,Least Concern,,3.1,Unknown,Global,1,,
36,Dicot,BRASSICACEAE,Armoracia,7273339,176596,Armoracia rusticana,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,rusticana,NA,NA,NA,"P. Gaertn., B. Mey. &amp; Scherb.",Least Concern,,3.1,Stable,Global & Europe,1,,
37,Dicot,PHRYMACEAE,Glossostigma,1453604,176927,Glossostigma diandrum,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,diandrum,NA,NA,NA,(L.) Kuntze ,Least Concern,,3.1,Stable,Global,1,,
38,Dicot,LINDERNIACEAE,Vandellia,140421645,19620537,Vandellia diffusa,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,diffusa,NA,NA,NA,L.,Least Concern,,3.1,Unknown,Global,1,,
39,Dicot,SANTALACEAE,Daenikera,179188670,178659447,Daenikera corallina,PLANTAE,TRACHEOPHYTA,SANTALALES,MAGNOLIOPSIDA,corallina,NA,NA,NA,Hürl. &amp; Stauffer,Near Threatened,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global,2,,
40,Dicot,PASSIFLORACEAE,Erblichia,146826887,146822714,Erblichia odorata,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,odorata,NA,NA,NA,Seem.,Least Concern,,3.1,Unknown,Global,1,,
41,Dicot,MELIACEAE,Aphanamixis,117646541,33616,Aphanamixis polystachya,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,polystachya,NA,NA,NA,(Wall.) R.N.Parker,Least Concern,,3.1,Unknown,Global,1,,
42,Dicot,MORACEAE,Dorstenia,162543735,30399,Dorstenia gigas,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,gigas,NA,NA,NA,Schweinf. ex Balf.f.,Near Threatened,,3.1,Unknown,Global,2,,
43,Dicot,MALPIGHIACEAE,Byrsonima,179298403,179278774,Byrsonima sericea,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,sericea,NA,NA,NA,DC.,Least Concern,,3.1,Stable,Global,1,,
44,Dicot,MELASTOMATACEAE,Chaetogastra,194008313,194008311,Chaetogastra mollis,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,mollis,NA,NA,NA,(DC.) DC.,Least Concern,,3.1,Stable,Global,1,,
45,Dicot,MYRTACEAE,Myrceugenia,135698381,131399421,Myrceugenia parvifolia,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,parvifolia,NA,NA,NA,(DC.) Kausel,Least Concern,,3.1,Stable,Global,1,,
46,Dicot,JUGLANDACEAE,Oreomunnea,162574827,30663,Oreomunnea pterocarpa,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,pterocarpa,NA,NA,NA,Oerst.,Near Threatened,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Unknown,Global,2,,
47,Dicot,SAPINDACEAE,Pometia,136055188,136055184,Pometia pinnata,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,pinnata,NA,NA,NA,J.R.Forst. &amp; G.Forst.,Least Concern,,3.1,Decreasing,Global,1,,
48,Dicot,MAGNOLIACEAE,Liriodendron,2294401,194015,Liriodendron tulipifera,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,tulipifera,NA,NA,NA,L.,Least Concern,,3.1,Stable,Global,1,,
49,Dicot,FAGACEAE,Quercus,2795760,30735,Quercus peninsularis,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,peninsularis,NA,NA,NA,Trel.,Near Threatened,B2b(iii),3.1,Unknown,Global,2,,
50,Dicot,BETULACEAE,Ostrya,2355305,194644,Ostrya japonica,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,japonica,NA,NA,NA,Sarg.,Least Concern,,3.1,Unknown,Global,1,,
51,Dicot,PRIMULACEAE,Clavija,145698043,145525835,Clavija lancifolia,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,lancifolia,NA,NA,NA,Desf.,Least Concern,,3.1,Stable,Global,1,,
52,Dicot,RUBIACEAE,Plocama,104191685,104191669,Plocama pendula,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,pendula,NA,NA,NA,Aiton,Least Concern,,3.1,Stable,Global & Europe,1,,
53,Dicot,APIACEAE,Berula,13575878,164378,Berula erecta,PLANTAE,TRACHEOPHYTA,APIALES,MAGNOLIOPSIDA,erecta,NA,NA,NA,(Huds.) Coville,Least Concern,,3.1,Stable,Global,1,,
54,Dicot,CAMPANULACEAE,Sclerotheca,2767424,203518,Sclerotheca viridiflora,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,viridiflora,NA,NA,NA,Cheeseman,Critically Endangered,"B2ab(i,ii,iii,iv,v); D",3.1,Decreasing,Global,5,,
55,Dicot,ASTERACEAE,Rhaponticum,44866836,202988,Rhaponticum scariosum,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,scariosum,NA,NA,NA,Lam.,Least Concern,,3.1,Unknown,Global & Europe,1,,
56,Dicot,PAPAVERACEAE,Corydalis,2631678,200082,Corydalis tarkiensis,PLANTAE,TRACHEOPHYTA,RANUNCULALES,MAGNOLIOPSIDA,tarkiensis,NA,NA,NA,Prokh.,Vulnerable,D2,3.1,Unknown,Global,3,,
57,Dicot,CARYOPHYLLACEAE,Dianthus,2634799,200124,Dianthus schemachensis,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,schemachensis,NA,NA,NA,Schischk.,Least Concern,,3.1,Unknown,Global,1,,
58,Dicot,CISTACEAE,Helianthemum,2640990,200203,Helianthemum dagestanicum,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,dagestanicum,NA,NA,NA,Rupr.,Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global,4,,
59,Dicot,BORAGINACEAE,Echium,5996251,165250,Echium pininana,PLANTAE,TRACHEOPHYTA,BORAGINALES,MAGNOLIOPSIDA,pininana,NA,NA,NA,Webb &amp; Berthel.,Endangered,B2ac(iv),3.1,Unknown,Global & Europe,4,,
60,Dicot,ERICACEAE,Kalmia,67729927,64316801,Kalmia polifolia,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,polifolia,NA,NA,NA,Wangenh.,Least Concern,,3.1,Unknown,Global,1,,
61,Dicot,ANNONACEAE,Goniothalamus,179200319,168520908,Goniothalamus roseus,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,roseus,NA,NA,NA,Stapf,Least Concern,,3.1,Stable,Global,1,,
62,Dicot,APOCYNACEAE,Decalepis,50131330,50126587,Decalepis hamiltonii,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,hamiltonii,NA,NA,NA,Wight &amp; Arn.,Endangered,A2cd,3.1,Decreasing,Global,4,,
63,Dicot,LAURACEAE,Licaria,156770648,156770646,Licaria triandra,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,triandra,NA,NA,NA,(Sw.) Kosterm.,Least Concern,,3.1,Stable,Global,1,,
64,Dicot,PROTEACEAE,Leucadendron,185562244,113168930,Leucadendron levisanus,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,levisanus,NA,NA,NA,(L.) P.J.Bergius,Critically Endangered,A2ace+4ace,3.1,Decreasing,Global,5,,
65,Dicot,GENTIANACEAE,Ornichia,70146800,70102304,Ornichia trinervis,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,trinervis,NA,NA,NA,(Desrousseaux) Klack.,Vulnerable,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global,3,,
66,Dicot,GERANIACEAE,Geranium,80090432,80090413,Geranium multiflorum,PLANTAE,TRACHEOPHYTA,GERANIALES,MAGNOLIOPSIDA,multiflorum,NA,NA,NA,A.Gray,Endangered,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(ii)",3.1,Decreasing,Global,4,,
67,Dicot,POLYGALACEAE,Badiera,174155828,134501378,Badiera penaea,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,penaea,NA,NA,NA,(L.) DC.,Least Concern,,3.1,Unknown,Global,1,,
68,Dicot,SALICACEAE,Hasseltia,149998917,149933564,Hasseltia floribunda,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,floribunda,NA,NA,NA,Kunth,Least Concern,,3.1,Stable,Global,1,,
69,Dicot,LOGANIACEAE,Strychnos,146211220,146211218,Strychnos madagascariensis,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,madagascariensis,NA,NA,NA,Poir.,Least Concern,,3.1,Stable,Global,1,,
70,Dicot,ARALIACEAE,Neopanax,135793092,135793090,Neopanax colensoi,PLANTAE,TRACHEOPHYTA,APIALES,MAGNOLIOPSIDA,colensoi,NA,NA,NA,(Hook.f.) Allan,Least Concern,,3.1,Stable,Global,1,,
71,Dicot,PITTOSPORACEAE,Auranticarpa,192226554,192212470,Auranticarpa rhombifolia,PLANTAE,TRACHEOPHYTA,APIALES,MAGNOLIOPSIDA,rhombifolia,NA,NA,NA,"(A.Cunn. ex Hook.) L.W.Cayzer, Crisp &amp; I.Telford",Least Concern,,3.1,Stable,Global,1,,
72,Dicot,SAPOTACEAE,Madhuca,68136029,38017,Madhuca neriifolia,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,neriifolia,NA,NA,NA,(Moon) H.J.Lam,Least Concern,,3.1,Stable,Global,1,,
73,Dicot,THEACEAE,Gordonia,62077602,62077596,Gordonia obtusa,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,obtusa,NA,NA,NA,Wall. ex Wight,Least Concern,,3.1,Stable,Global,1,,
74,Dicot,RUTACEAE,Empleurum,149505376,149505374,Empleurum unicapsulare,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,unicapsulare,NA,NA,NA,(L.f.) Skeels,Least Concern,,3.1,Stable,Global,1,,
75,Dicot,GOMORTEGACEAE,Gomortega,2805379,31357,Gomortega keule,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,keule,NA,NA,NA,(Molina) Baill.,Endangered,"B2ab(i,ii,iii,iv,v); C2a(i)",3.1,Decreasing,Global,4,,
76,Dicot,NOTHOFAGACEAE,Nothofagus,96479985,96478350,Nothofagus gunnii,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,gunnii,NA,NA,NA,(Hook.f.) Oerst.,Near Threatened,B1ab(iii),3.1,Stable,Global,2,,
77,Dicot,THYMELAEACEAE,Wikstroemia,97910149,97910139,Wikstroemia oahuensis,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,oahuensis,NA,NA,NA,(A.Gray) Rock,Vulnerable,"B1ab(ii,iii); D2",3.1,Unknown,Global,3,,
78,Dicot,DIPTEROCARPACEAE,Shorea,68072336,33103,Shorea balangeran,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,balangeran,NA,NA,NA,(Korth.) Burck,Vulnerable,A2cd,3.1,Decreasing,Global,3,,
79,Dicot,CLUSIACEAE,Allanblackia,2854630,34745,Allanblackia stuhlmannii,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,stuhlmannii,NA,NA,NA,Engl.,Least Concern,,3.1,Unknown,Global,1,,
80,Dicot,ALTINGIACEAE,Liquidambar,2861014,35890,Liquidambar chinensis,PLANTAE,TRACHEOPHYTA,SAXIFRAGALES,MAGNOLIOPSIDA,chinensis,NA,NA,NA,Champ. ex Benth.,Least Concern,,3.1,Unknown,Global,1,,
81,Dicot,AQUIFOLIACEAE,Ilex,3114683,62381,Ilex mitis,PLANTAE,TRACHEOPHYTA,AQUIFOLIALES,MAGNOLIOPSIDA,mitis,NA,NA,NA,(L.) Radlk.,Least Concern,,3.1,Decreasing,Global,1,,
82,Dicot,OXALIDACEAE,Oxalis,8412240,185440,Oxalis disticha,PLANTAE,TRACHEOPHYTA,OXALIDALES,MAGNOLIOPSIDA,disticha,NA,NA,NA,Jacq.,Least Concern,,3.1,Unknown,"Global, Pan-Africa & S. Africa FW",1,,
83,Dicot,VIOLACEAE,Pombalia,151954109,151954107,Pombalia prunifolia,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,prunifolia,NA,NA,NA,(Humb. &amp; Bonpl. ex Willd.) Paula-Souza,Least Concern,,3.1,Stable,Global,1,,
84,Dicot,SCROPHULARIACEAE,Limosella,63310286,164098,Limosella aquatica,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,aquatica,NA,NA,NA,L.,Least Concern,,3.1,Stable,Global,1,,
85,Dicot,SAXIFRAGACEAE,Bergenia,156238217,156234872,Bergenia ciliata,PLANTAE,TRACHEOPHYTA,SAXIFRAGALES,MAGNOLIOPSIDA,ciliata,NA,NA,NA,(Haw.) Sternb.,Least Concern,,3.1,Decreasing,Global,1,,
86,Dicot,LINACEAE,Linum,5504119,161850,Linum dolomiticum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,dolomiticum,NA,NA,NA,Borbás,Data Deficient,,3.1,Stable,Global & Europe,0,,
87,Dicot,PLUMBAGINACEAE,Aegialitis,7610721,178802,Aegialitis annulata,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,annulata,NA,NA,NA,R.Br.,Least Concern,,3.1,Decreasing,Global,1,,
88,Dicot,OROBANCHACEAE,Euphrasia,5583837,162384,Euphrasia marchesettii,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,marchesettii,NA,NA,NA,Wettst. ex Marches.,Vulnerable,"B2ab(ii,iii,v)c(iv)",3.1,Decreasing,"Global, Europe & Mediterranean",3,,
89,Dicot,LYTHRACEAE,Physocalymma,149054963,144308707,Physocalymma scaberrimum,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,scaberrimum,NA,NA,NA,Pohl,Least Concern,,3.1,Stable,Global,1,,
90,Dicot,PAEONIACEAE,Paeonia,103711428,162001,Paeonia officinalis,PLANTAE,TRACHEOPHYTA,SAXIFRAGALES,MAGNOLIOPSIDA,officinalis,NA,NA,NA,L.,Least Concern,,3.1,Decreasing,Global & Europe,1,,
91,Dicot,URTICACEAE,Urera,9596199,30970,Urera kaalae,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,kaalae,NA,NA,NA,Wawra,Critically Endangered,D,2.3,,Global,5,,
92,Dicot,HYPERICACEAE,Harungana,146204258,62019179,Harungana madagascariensis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,madagascariensis,NA,NA,NA,Lam. ex Poir.,Least Concern,,3.1,Stable,Global,1,,
93,Dicot,PODOSTEMACEAE,Inversodicraea,124330759,185590,Inversodicraea warmingiana,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,warmingiana,NA,NA,NA,(Gilg) Engl.,Vulnerable,A3c,3.1,Unknown,"Global, Pan-Africa & S. Africa FW",3,,
94,Dicot,ACANTHACEAE,Avicennia,7616950,178820,Avicennia officinalis,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,officinalis,NA,NA,NA,L.,Least Concern,,3.1,Decreasing,Global,1,,
95,Dicot,MENYANTHACEAE,Nymphoides,8884939,194158,Nymphoides hydrophylla,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,hydrophylla,NA,NA,NA,(Lour.) Kuntze,Least Concern,,3.1,Stable,Global,1,,
96,Dicot,HYDROLEACEAE,Hydrolea,6550745,168935,Hydrolea zeylanica,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,zeylanica,NA,NA,NA,(L.) Vahl,Least Concern,,3.1,Unknown,Global,1,,
97,Dicot,COMBRETACEAE,Lumnitzera,7625290,178846,Lumnitzera racemosa,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,racemosa,NA,NA,NA,Willd.,Least Concern,,3.1,Decreasing,Global,1,,
98,Dicot,BIGNONIACEAE,Phyllarthron,137869696,137453269,Phyllarthron antongiliense,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,antongiliense,NA,NA,NA,Capuron,Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global,4,,
99,Dicot,RHIZOPHORACEAE,Ceriops,7617531,178822,Ceriops tagal,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,tagal,NA,NA,NA,(Perr) CB.Rob.,Least Concern,,3.1,Decreasing,Global,1,,
100,Dicot,TETRAMERISTACEAE,Pelliciera,7621318,178833,Pelliciera rhizophorae,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,rhizophorae,NA,NA,NA,Planch. &amp; Triana,Vulnerable,B2ab(iii),3.1,Decreasing,Global,3,,
101,Dicot,VITACEAE,Parthenocissus,192160724,192160722,Parthenocissus quinquefolia,PLANTAE,TRACHEOPHYTA,VITALES,MAGNOLIOPSIDA,quinquefolia,NA,NA,NA,(L.) Planch.,Least Concern,,3.1,Stable,Global,1,,
102,Dicot,FRANCOACEAE,Greyia,146448856,146300372,Greyia radlkoferi,PLANTAE,TRACHEOPHYTA,GERANIALES,MAGNOLIOPSIDA,radlkoferi,NA,NA,NA,Szyszyl.,Least Concern,,3.1,Stable,Global,1,,
